breed,age,weight,lactation_stage,parity,hist_yield_avg7,feed_type,feed_quality,feed_qty_kg,walking_km,grazing_h,rumination_h,resting_h,body_temp,heart_rate,ambient_temp,humidity,housing_score,vaccinations_up_to_date,disease_history_count,season,health_score,disease_label,milk_yield,feed_efficiency
Brown Swiss,11,529.8,early,3,18.44,dry,10.0,19.52,3.18,2.18,4.72,15.14,38.12,67,36.05,45.53,7.3,1,3,autumn,0.23,minor,20.01,1.03
Brown Swiss,5,619.5,early,3,21.75,dry,6.74,22.57,1.46,5.53,4.89,8.44,39.35,73,22.3,51.39,8.2,1,0,summer,0.6,none,25.31,1.12
Brown Swiss,7,498.9,mid,2,19.61,green,7.8,9.79,1.33,3.56,4.91,11.53,38.35,62,28.92,49.25,5.18,1,1,winter,0.45,minor,17.67,1.8
Brown Swiss,11,698.8,early,2,22.33,concentrate,7.34,16.75,0.0,4.01,5.84,7.63,38.41,53,22.23,51.27,8.48,1,0,autumn,0.6,none,27.52,1.64
Buffalo,8,544.8,mid,1,11.31,mixed,7.34,16.83,1.34,4.77,4.6,10.24,38.72,69,18.91,64.02,4.96,1,0,summer,0.55,none,11.11,0.66
Holstein,13,545.6,mid,4,22.07,concentrate,9.52,20.41,1.47,1.02,4.36,10.25,38.45,54,32.72,86.16,10.0,1,0,spring,0.23,minor,20.79,1.02
Holstein,10,577.5,early,5,25.58,mixed,6.01,19.0,0.94,3.18,5.13,13.15,39.57,63,30.13,63.25,8.54,1,0,autumn,0.44,minor,29.53,1.55
Jersey,14,652.1,late,1,16.27,concentrate,7.27,22.72,0.0,1.77,6.13,9.71,38.53,74,24.35,67.69,4.84,1,1,summer,0.61,none,15.59,0.69
Buffalo,2,502.6,early,3,7.33,mixed,9.08,20.64,3.37,3.98,5.74,10.66,37.68,59,24.38,39.39,9.87,1,0,winter,0.69,none,11.04,0.53
Jersey,10,577.5,mid,2,22.06,concentrate,7.28,17.28,4.83,3.54,4.42,10.88,39.19,76,18.48,81.61,8.38,1,0,spring,0.47,minor,19.95,1.15
Brown Swiss,6,678.5,late,5,20.49,concentrate,7.78,23.91,4.52,5.91,6.87,8.47,38.08,55,27.54,50.61,8.19,1,1,winter,0.64,none,17.83,0.75
Holstein,14,643.4,mid,5,27.98,concentrate,9.35,21.84,3.25,0.0,5.76,13.78,38.7,64,23.75,46.55,7.28,1,0,spring,0.69,none,32.95,1.51
Holstein,9,621.7,mid,3,27.88,dry,7.34,22.61,2.86,4.83,5.55,10.76,38.95,64,28.0,43.17,3.47,1,0,autumn,0.54,none,25.29,1.12
Jersey,10,566.8,late,1,14.78,mixed,7.09,15.6,3.18,5.58,2.67,12.19,37.92,61,16.59,32.56,3.11,0,1,winter,0.38,minor,10.0,0.64
Jersey,11,600.5,mid,2,17.89,green,7.07,17.93,0.83,2.67,6.26,11.76,38.71,80,27.74,66.54,10.0,1,0,autumn,0.61,none,18.83,1.05
Holstein,10,570.7,late,2,28.98,concentrate,5.99,16.23,1.68,0.9,5.06,13.14,38.2,67,26.33,52.09,7.56,1,1,winter,0.57,none,19.44,1.2
Holstein,10,493.1,early,2,24.26,concentrate,5.32,11.91,5.3,1.4,2.97,8.21,38.54,59,26.72,45.39,5.82,1,1,autumn,0.45,minor,28.97,2.43
Brown Swiss,4,548.0,late,2,16.77,green,7.73,20.55,3.04,3.64,4.01,10.04,39.18,71,30.31,79.01,6.34,1,0,summer,0.33,minor,15.79,0.77
Brown Swiss,13,677.7,late,4,20.39,mixed,6.75,18.19,0.24,5.94,5.61,9.26,38.71,61,14.77,56.44,4.19,1,0,summer,0.44,minor,18.12,1.0
Buffalo,11,499.0,late,5,11.6,green,8.85,13.16,0.0,1.16,5.92,9.23,38.56,62,26.09,81.87,10.0,1,0,spring,0.53,none,9.23,0.7
Holstein,5,624.7,mid,4,25.48,mixed,10.0,14.66,3.45,3.6,8.0,10.35,38.47,73,27.93,78.71,8.12,1,0,autumn,0.57,none,25.44,1.74
Buffalo,8,408.2,late,5,5.6,mixed,7.23,13.66,4.52,0.0,7.7,8.88,38.99,64,22.93,29.82,5.66,1,0,autumn,0.59,none,11.1,0.81
Buffalo,12,537.3,late,3,10.76,concentrate,7.33,19.08,4.26,1.73,3.25,12.57,37.73,75,19.54,47.41,6.84,1,0,summer,0.57,none,10.32,0.54
Buffalo,6,500.7,mid,2,8.55,dry,3.33,9.97,4.04,3.53,1.96,10.64,37.55,78,30.52,100.0,6.4,0,1,winter,0.0,minor,6.39,0.64
Jersey,8,599.7,late,3,20.19,concentrate,7.65,16.88,1.93,0.0,3.15,10.25,37.83,71,24.7,54.05,5.79,1,0,spring,0.54,none,17.49,1.04
Holstein,8,573.8,late,3,24.69,dry,6.26,11.6,4.01,4.96,2.93,10.36,39.28,61,29.63,82.21,7.54,1,0,spring,0.24,minor,16.68,1.44
Jersey,11,597.6,late,5,18.51,mixed,10.0,24.97,0.63,4.41,3.22,10.54,37.68,58,28.74,50.91,4.84,1,0,autumn,0.55,none,19.44,0.78
Jersey,3,651.5,early,7,15.43,mixed,6.93,22.99,1.13,2.67,6.78,7.58,37.01,58,28.66,61.66,5.09,1,0,winter,0.52,none,20.68,0.9
Jersey,5,637.2,early,4,20.51,dry,7.26,18.08,0.0,5.34,3.25,11.94,39.17,52,17.58,52.14,8.84,1,0,summer,0.58,none,24.12,1.33
Jersey,9,564.0,early,3,16.93,concentrate,3.49,15.85,0.77,0.98,3.84,10.24,37.8,61,30.31,48.93,4.87,1,0,spring,0.27,minor,16.6,1.05
Buffalo,9,495.7,late,2,15.59,mixed,4.63,15.11,4.61,4.37,5.44,8.4,38.13,61,27.02,85.45,7.24,1,0,winter,0.35,minor,7.92,0.52
Brown Swiss,8,544.0,mid,2,20.74,concentrate,5.24,18.21,0.1,0.67,7.26,11.65,38.75,54,26.32,58.53,6.12,1,1,summer,0.58,none,21.59,1.19
Brown Swiss,6,612.6,mid,3,20.18,dry,6.78,19.34,0.0,4.84,5.88,6.68,39.43,60,24.25,57.13,6.66,1,1,autumn,0.58,none,20.05,1.04
Jersey,14,558.9,mid,4,16.4,dry,2.1,15.51,0.0,6.47,4.46,11.42,38.69,54,22.48,74.81,8.35,1,0,winter,0.41,minor,17.98,1.16
Buffalo,4,550.5,late,3,12.48,mixed,4.47,17.76,3.11,3.13,6.29,10.59,39.44,53,22.7,21.61,6.41,1,1,spring,0.54,none,9.27,0.52
Brown Swiss,2,650.1,late,4,20.63,green,5.98,23.0,1.79,3.72,5.58,9.96,37.91,67,28.86,62.14,1.47,0,0,winter,0.34,minor,13.9,0.6
Jersey,8,569.4,early,4,14.7,dry,6.17,24.63,3.65,0.0,6.75,4.0,38.87,56,27.76,64.94,7.27,0,1,winter,0.46,minor,21.31,0.87
Holstein,6,591.1,mid,5,25.67,concentrate,7.0,13.88,1.96,2.7,6.02,11.33,38.63,84,20.65,87.31,9.79,1,0,summer,0.44,minor,26.14,1.88
Buffalo,4,474.7,late,6,8.15,dry,6.69,11.66,2.74,6.94,6.87,7.88,38.32,52,26.17,65.06,7.35,1,0,summer,0.57,none,9.99,0.86
Buffalo,3,435.8,late,3,9.08,mixed,5.44,11.77,2.41,3.18,6.88,10.4,38.98,51,25.91,52.55,8.45,1,0,winter,0.56,none,7.04,0.6
Jersey,14,617.1,early,3,19.35,green,3.44,17.24,2.24,3.34,6.05,9.51,38.77,64,29.4,29.25,1.79,1,0,winter,0.33,minor,17.72,1.03
Buffalo,10,518.5,mid,3,6.37,green,6.77,14.62,0.0,4.22,2.45,9.78,38.96,67,26.2,50.52,7.34,1,0,spring,0.51,none,7.97,0.55
Buffalo,14,592.6,late,6,9.85,dry,5.78,16.32,3.41,5.47,3.58,13.28,37.76,58,40.2,67.39,5.69,1,0,summer,0.0,minor,7.71,0.47
Holstein,14,567.3,late,3,21.81,concentrate,7.64,12.16,1.05,1.98,4.67,9.67,39.04,74,20.15,73.83,9.75,1,0,spring,0.55,none,21.51,1.77
Jersey,11,579.3,mid,5,20.14,concentrate,7.4,21.17,0.0,5.64,4.81,11.55,36.92,69,24.56,55.59,6.8,1,0,autumn,0.61,none,20.88,0.99
Buffalo,4,555.3,late,3,12.04,mixed,4.1,17.65,0.14,7.16,3.74,8.79,38.11,61,29.02,60.06,7.08,1,1,summer,0.37,minor,7.95,0.45
Brown Swiss,12,606.6,early,2,23.63,green,4.15,14.99,4.03,4.33,5.58,10.87,38.72,54,21.61,79.95,8.31,0,0,winter,0.32,minor,17.48,1.17
Jersey,3,563.7,late,2,18.64,concentrate,4.12,18.58,3.47,2.84,2.68,9.58,37.82,45,21.71,92.48,6.83,1,0,winter,0.24,minor,13.1,0.71
Holstein,4,693.5,mid,4,21.69,concentrate,8.61,13.93,2.04,4.2,5.64,9.0,37.43,49,20.46,31.8,6.85,1,0,winter,0.6,none,24.44,1.76
Jersey,12,563.3,early,1,17.77,green,7.67,11.09,2.98,3.79,4.7,8.38,38.52,69,16.6,72.2,10.0,1,0,summer,0.54,none,20.78,1.87
Jersey,5,565.0,early,4,19.32,concentrate,7.21,11.71,3.0,2.56,4.15,8.69,37.76,65,24.0,33.73,8.03,1,1,winter,0.54,none,19.9,1.7
Holstein,13,619.6,mid,2,19.63,green,5.6,18.42,2.07,2.41,3.37,7.96,39.78,51,32.36,39.3,7.19,1,0,spring,0.24,minor,17.03,0.92
Jersey,2,598.7,mid,6,10.05,green,4.2,11.49,1.91,4.88,7.96,12.55,38.07,67,27.41,28.81,5.25,1,0,winter,0.51,none,16.34,1.42
Brown Swiss,9,622.4,late,3,24.2,concentrate,5.96,17.95,1.54,5.11,4.42,6.15,38.79,70,22.57,97.06,5.92,1,0,summer,0.24,minor,14.1,0.79
Brown Swiss,14,596.3,early,2,19.33,green,10.0,18.73,2.21,3.87,2.43,11.84,38.93,47,39.43,60.06,4.77,1,0,autumn,0.0,minor,13.22,0.71
Jersey,2,521.3,late,3,19.94,green,6.44,8.98,1.96,0.82,2.42,11.76,37.7,65,22.08,40.93,9.44,1,0,autumn,0.5,none,13.48,1.5
Buffalo,5,492.0,mid,2,8.05,mixed,9.6,12.95,2.5,2.82,4.57,11.8,38.85,70,28.3,27.71,7.88,1,0,spring,0.56,none,7.48,0.58
Buffalo,4,491.4,mid,5,10.47,green,6.37,20.19,2.87,3.35,5.64,10.08,38.83,58,38.26,63.76,10.0,1,0,winter,0.05,minor,7.25,0.36
Jersey,3,646.7,late,4,16.0,dry,3.38,23.4,0.34,1.65,6.13,12.45,38.16,54,20.12,82.29,9.34,1,1,summer,0.45,minor,16.94,0.72
Jersey,4,610.1,late,2,13.92,green,7.32,23.18,3.58,5.28,4.55,14.65,39.15,61,23.27,75.21,6.07,1,0,autumn,0.57,none,12.27,0.53
Jersey,2,631.9,late,3,18.13,green,5.57,17.53,3.72,4.25,3.92,10.45,38.05,60,34.24,100.0,10.0,1,0,spring,0.0,minor,9.43,0.54
Holstein,9,690.9,early,3,30.58,dry,5.44,25.98,1.45,1.05,2.25,9.75,37.49,79,15.57,52.4,6.33,1,1,summer,0.45,minor,29.26,1.13
Brown Swiss,3,567.5,early,3,19.59,mixed,3.07,19.73,0.0,3.55,6.85,9.18,37.94,78,29.26,37.4,7.28,1,0,winter,0.41,minor,24.48,1.24
Buffalo,13,511.4,mid,2,8.3,concentrate,7.72,15.53,0.75,2.0,3.25,6.28,39.12,70,16.89,100.0,4.75,1,0,autumn,0.21,minor,5.2,0.33
Brown Swiss,3,590.8,mid,3,19.35,dry,7.13,17.61,2.75,1.06,1.44,12.71,38.49,70,20.89,55.52,10.0,1,0,spring,0.56,none,19.87,1.13
Holstein,13,684.1,early,2,29.24,green,7.76,26.97,0.85,5.09,4.99,6.62,38.97,64,24.55,72.92,5.1,1,0,spring,0.58,none,34.32,1.27
Holstein,6,676.9,mid,2,22.66,mixed,6.19,17.05,2.49,1.39,4.07,9.24,38.03,61,28.5,42.32,4.59,1,0,summer,0.43,minor,22.06,1.29
Jersey,3,622.7,early,5,23.57,green,4.27,14.86,4.08,6.05,6.19,11.61,38.24,82,20.61,27.79,8.6,1,0,spring,0.54,none,23.66,1.59
Buffalo,13,522.7,late,6,11.84,dry,6.63,19.89,2.82,0.9,5.7,10.34,39.26,55,21.02,67.94,9.83,1,0,winter,0.62,none,9.99,0.5
Brown Swiss,14,605.5,mid,3,17.92,green,6.61,19.38,0.52,2.16,4.44,8.47,38.15,74,33.18,53.74,5.58,1,0,summer,0.23,minor,17.26,0.89
Holstein,10,572.9,late,5,19.97,green,6.54,21.84,2.18,3.08,7.6,11.64,38.92,56,10.33,67.46,7.01,1,0,spring,0.31,minor,19.33,0.89
Buffalo,7,407.7,mid,3,5.1,mixed,9.97,12.02,2.07,3.03,5.32,8.95,38.4,59,16.04,83.46,5.24,1,0,autumn,0.42,minor,6.75,0.56
Jersey,6,526.0,early,4,13.99,concentrate,5.49,8.29,3.63,3.84,3.1,5.37,37.96,71,31.46,55.29,6.0,1,0,spring,0.2,minor,15.16,1.83
Holstein,7,639.0,late,6,29.27,mixed,9.63,16.67,5.11,3.49,4.8,12.52,37.89,65,24.06,68.35,6.11,1,1,autumn,0.64,none,25.19,1.51
Jersey,14,492.2,early,4,16.83,mixed,6.1,16.77,2.95,5.84,4.11,11.36,38.88,65,35.11,47.23,7.3,1,0,summer,0.14,minor,14.85,0.89
Buffalo,12,579.0,mid,3,6.99,green,6.23,17.77,4.07,4.86,4.12,9.95,39.34,47,23.64,33.88,10.0,1,0,winter,0.57,none,10.6,0.6
Brown Swiss,12,699.6,late,1,19.79,mixed,4.65,19.76,0.0,6.14,5.04,11.83,38.21,78,25.21,81.46,8.13,1,2,winter,0.44,minor,13.74,0.7
Buffalo,8,435.3,mid,2,15.83,concentrate,8.21,6.72,2.23,1.26,5.89,12.3,38.14,70,22.86,60.95,7.82,1,0,autumn,0.59,none,11.56,1.72
Brown Swiss,2,664.0,early,2,19.72,mixed,6.77,13.2,3.68,2.14,3.75,14.33,38.29,56,29.88,65.27,9.02,1,0,autumn,0.42,minor,19.49,1.48
Jersey,9,519.9,early,6,17.3,dry,6.91,17.56,1.66,4.1,5.93,9.35,38.45,63,17.64,50.28,8.52,1,0,summer,0.6,none,22.09,1.26
Buffalo,4,592.6,mid,3,8.52,mixed,6.14,23.13,3.32,2.31,5.13,9.99,38.24,51,29.97,83.64,5.79,1,0,autumn,0.29,minor,6.11,0.26
Jersey,2,667.8,early,4,14.05,dry,3.98,18.17,2.4,3.75,4.79,7.6,38.25,68,28.72,54.54,5.59,0,0,spring,0.29,minor,15.88,0.87
Brown Swiss,4,600.9,late,5,18.53,concentrate,5.06,22.58,2.52,4.39,3.82,9.43,38.49,67,38.71,61.68,9.17,1,1,autumn,0.0,minor,11.18,0.5
Brown Swiss,7,642.1,mid,2,19.5,mixed,4.33,19.99,2.35,4.66,2.81,10.21,38.38,64,32.47,85.63,9.03,1,0,spring,0.07,minor,15.32,0.77
Jersey,9,679.9,early,4,17.42,green,10.0,18.49,3.28,1.97,4.81,8.16,37.95,71,27.99,96.81,7.05,1,0,summer,0.33,minor,19.46,1.05
Jersey,4,528.2,mid,1,16.28,green,7.16,16.62,0.49,5.79,3.91,5.09,39.01,73,17.83,59.89,9.16,1,0,winter,0.55,none,19.56,1.18
Buffalo,9,493.1,early,5,15.2,mixed,6.72,16.99,0.19,2.89,6.63,7.26,38.48,69,33.57,79.52,10.0,1,0,autumn,0.19,minor,7.26,0.43
Buffalo,9,477.3,early,3,6.64,green,8.47,6.94,4.04,1.34,4.78,8.45,37.7,57,20.04,35.38,10.0,1,1,spring,0.58,none,12.43,1.79
Jersey,12,591.1,mid,3,17.96,green,6.11,19.01,4.49,2.15,3.82,9.85,39.08,61,26.6,70.23,10.0,1,1,winter,0.57,none,17.97,0.95
Buffalo,9,450.2,mid,3,7.98,green,7.45,13.5,2.01,2.9,3.66,12.87,39.72,77,14.41,46.77,8.42,1,0,autumn,0.44,minor,6.94,0.51
Holstein,4,558.9,late,3,27.6,mixed,6.73,21.3,3.1,1.45,6.0,11.42,39.13,74,37.47,79.05,5.43,0,0,spring,0.0,minor,11.55,0.54
Brown Swiss,14,585.4,late,3,18.41,mixed,6.53,15.81,2.46,1.91,4.99,13.53,38.16,61,18.07,53.23,7.75,1,0,winter,0.58,none,18.73,1.18
Jersey,2,630.7,mid,3,21.07,concentrate,8.9,17.53,0.75,3.88,3.0,15.1,37.88,68,24.04,41.6,5.13,1,0,spring,0.59,none,18.48,1.05
Holstein,10,644.1,early,1,26.58,mixed,7.63,11.89,2.41,5.14,5.35,10.11,38.12,59,21.86,64.46,6.03,1,0,summer,0.56,none,29.3,2.46
Holstein,2,553.2,mid,2,22.91,dry,8.84,13.31,0.0,3.17,5.19,10.12,38.74,59,31.16,32.68,6.96,1,1,winter,0.4,minor,22.33,1.68
Holstein,13,563.5,mid,5,22.01,concentrate,8.26,19.49,1.73,4.48,1.91,13.09,39.04,63,30.23,72.38,4.98,1,0,spring,0.37,minor,23.44,1.2
Jersey,12,645.1,mid,2,19.23,dry,4.84,22.41,0.33,3.58,6.77,10.1,37.91,74,27.16,58.3,5.06,1,1,winter,0.55,none,19.56,0.87
Holstein,8,624.9,mid,2,24.1,concentrate,4.31,14.76,1.82,6.92,3.72,9.43,39.99,72,14.83,55.33,8.17,1,0,autumn,0.37,minor,22.86,1.55
Buffalo,9,435.0,late,4,14.63,mixed,7.47,16.52,3.13,4.71,3.44,11.95,38.78,60,29.11,85.72,6.8,1,0,summer,0.3,minor,6.99,0.42
Holstein,14,686.7,early,4,20.41,concentrate,9.77,25.45,2.42,3.92,6.12,9.1,38.26,58,26.01,36.99,5.67,1,0,autumn,0.69,none,32.19,1.26
Jersey,2,627.3,mid,2,17.26,dry,7.11,23.41,1.81,0.0,7.63,5.58,38.3,77,20.82,47.24,6.57,1,0,autumn,0.63,none,22.17,0.95
Buffalo,13,525.1,mid,4,11.92,green,4.7,11.87,2.56,0.41,2.67,6.79,38.59,44,22.58,10.0,7.88,1,0,summer,0.44,minor,11.62,0.98
Jersey,14,560.4,early,2,17.19,green,3.33,20.46,2.1,2.88,1.0,11.07,38.46,59,19.98,62.22,7.94,1,2,autumn,0.44,minor,19.01,0.93
Brown Swiss,12,613.8,mid,2,22.35,concentrate,8.15,16.09,2.36,2.33,5.38,11.46,38.51,71,14.81,68.31,7.05,1,1,summer,0.5,none,20.07,1.25
Holstein,7,620.5,late,1,21.92,dry,2.7,19.16,4.86,2.82,3.86,10.05,38.42,47,26.52,57.83,6.66,1,0,winter,0.45,minor,20.32,1.06
Holstein,10,558.6,late,3,22.72,green,7.11,15.26,2.86,1.66,3.62,13.32,38.0,56,27.77,10.0,8.47,1,0,winter,0.53,none,19.87,1.3
Brown Swiss,8,603.2,mid,7,20.2,mixed,6.5,27.02,3.02,0.0,4.95,10.4,38.34,77,23.02,40.31,5.58,1,0,spring,0.6,none,26.08,0.97
Holstein,7,548.1,early,4,22.25,mixed,8.26,17.73,5.2,1.65,4.33,10.31,38.19,64,13.49,52.59,8.76,1,0,spring,0.44,minor,28.37,1.6
Brown Swiss,13,616.5,mid,3,22.52,mixed,2.21,17.75,3.81,4.15,3.53,7.38,38.47,72,28.1,62.31,8.28,1,0,spring,0.38,minor,17.35,0.98
Buffalo,7,536.4,early,3,10.76,green,6.17,19.24,0.08,3.01,5.42,11.1,37.47,70,22.49,46.97,3.88,1,1,winter,0.55,none,10.23,0.53
Brown Swiss,8,640.7,early,4,12.37,mixed,3.36,22.06,3.88,1.44,4.05,6.84,37.82,78,26.86,24.1,8.13,1,0,summer,0.49,minor,24.94,1.13
Buffalo,12,541.1,late,2,4.83,green,7.15,14.21,2.37,2.52,5.09,10.04,38.95,73,24.9,55.91,6.93,1,0,spring,0.56,none,7.67,0.54
Holstein,7,608.8,late,2,29.93,mixed,6.64,17.19,4.7,1.44,7.69,6.01,38.26,48,16.83,69.06,7.57,1,0,autumn,0.59,none,22.42,1.3
Buffalo,11,547.9,late,3,8.8,concentrate,5.82,18.5,3.13,4.82,7.62,8.36,37.82,61,43.26,87.01,5.9,1,0,spring,0.0,minor,5.65,0.31
Holstein,9,634.1,mid,4,24.17,concentrate,7.16,21.85,4.59,1.58,5.54,8.32,38.74,91,24.18,100.0,5.33,1,0,spring,0.29,minor,21.49,0.98
Buffalo,13,362.6,mid,6,11.84,mixed,4.97,12.01,3.25,1.81,5.61,11.72,39.15,68,35.26,60.95,5.03,1,0,summer,0.09,minor,5.32,0.44
Buffalo,14,523.0,early,4,11.78,mixed,7.17,20.74,2.29,1.95,6.56,8.57,38.01,64,23.04,60.33,5.66,1,0,spring,0.61,none,14.33,0.69
Brown Swiss,12,605.8,late,3,23.91,concentrate,1.85,17.75,0.74,1.78,6.58,10.59,38.19,58,27.63,56.31,8.39,1,1,winter,0.46,minor,15.65,0.88
Holstein,5,563.2,late,1,24.45,concentrate,6.37,21.7,1.39,3.23,2.19,8.27,39.15,56,29.61,41.49,6.65,1,2,spring,0.39,minor,22.45,1.03
Holstein,12,538.6,late,4,26.43,green,6.89,16.45,0.92,2.44,4.24,7.25,40.03,67,26.53,84.35,1.84,0,0,autumn,0.25,minor,15.69,0.95
Jersey,5,649.2,late,1,16.55,mixed,3.26,17.59,1.04,0.0,5.87,10.01,38.8,72,29.11,58.71,10.0,1,0,spring,0.42,minor,14.89,0.85
Holstein,9,583.0,mid,1,28.91,dry,10.0,16.26,1.69,3.74,5.8,8.69,38.7,55,21.41,27.9,7.28,1,0,spring,0.66,none,25.82,1.59
Buffalo,13,543.0,mid,3,8.0,concentrate,7.43,14.93,0.0,2.86,3.22,12.24,39.59,71,21.16,60.45,7.58,1,1,winter,0.56,none,10.84,0.73
Brown Swiss,13,602.1,mid,3,19.3,dry,7.53,24.63,4.88,3.79,5.42,7.37,39.29,41,32.15,60.53,2.14,1,1,winter,0.31,minor,17.28,0.7
Holstein,2,598.9,early,2,29.76,green,8.05,22.04,4.79,4.47,4.78,4.88,38.64,82,30.37,49.85,7.12,1,1,summer,0.43,minor,27.59,1.25
Buffalo,8,458.6,early,5,5.35,green,6.05,12.76,2.37,7.02,1.97,11.96,38.8,58,22.4,82.4,6.88,1,0,autumn,0.36,minor,8.9,0.7
Jersey,3,644.2,early,3,22.64,green,6.57,20.25,2.31,4.14,6.07,10.06,37.89,63,25.36,27.36,2.79,1,1,autumn,0.56,none,22.27,1.1
Holstein,6,614.5,early,3,17.18,concentrate,7.4,19.28,3.04,8.68,5.33,9.81,38.71,53,29.53,56.57,10.0,1,0,autumn,0.5,none,28.18,1.46
Jersey,11,631.1,early,1,16.41,dry,5.79,27.83,0.0,1.43,1.0,9.11,38.91,69,25.87,42.47,6.62,1,1,winter,0.51,none,21.37,0.77
Jersey,8,566.3,early,2,18.54,mixed,6.45,18.83,0.61,5.07,7.68,8.7,38.41,77,14.21,60.67,6.4,1,0,spring,0.47,minor,20.86,1.11
Jersey,12,647.6,mid,2,10.94,concentrate,6.61,22.18,0.16,1.31,5.13,8.98,38.7,62,17.08,100.0,6.32,1,0,autumn,0.28,minor,15.99,0.72
Brown Swiss,9,627.6,late,4,22.02,green,8.03,15.34,2.36,0.0,4.13,9.27,38.82,59,12.0,50.19,6.24,1,0,summer,0.31,minor,13.32,0.87
Holstein,14,691.7,late,6,26.77,concentrate,4.48,23.31,4.45,2.33,7.56,11.4,37.38,56,31.65,39.36,9.16,0,0,autumn,0.29,minor,19.88,0.85
Holstein,14,580.5,late,4,23.5,concentrate,4.32,18.79,3.45,2.15,6.44,11.79,38.04,59,16.92,74.88,7.01,0,0,autumn,0.4,minor,18.5,0.98
Holstein,3,500.9,late,1,29.58,mixed,9.65,16.51,1.13,6.44,3.95,7.23,37.31,66,14.71,88.38,5.84,1,0,autumn,0.29,minor,20.09,1.22
Holstein,10,504.5,early,4,21.01,mixed,4.43,19.69,3.08,3.55,4.47,7.93,38.42,52,36.5,66.39,5.26,1,0,summer,0.01,minor,20.67,1.05
Brown Swiss,6,621.8,early,3,18.35,dry,6.04,16.6,0.59,4.41,2.99,8.34,38.69,62,25.98,59.38,4.66,1,0,summer,0.48,minor,23.52,1.42
Jersey,14,654.2,early,3,13.94,dry,10.0,23.77,3.87,0.13,5.95,6.56,38.77,65,23.21,49.16,9.35,1,0,summer,0.71,none,24.99,1.05
Buffalo,4,527.5,early,2,13.39,concentrate,1.9,15.06,4.23,1.37,5.01,10.16,39.46,54,19.58,70.11,7.69,1,0,summer,0.44,minor,11.71,0.78
Holstein,10,587.5,late,5,27.07,green,6.31,16.9,2.75,5.96,7.71,12.1,38.55,72,12.87,72.16,7.78,1,0,autumn,0.4,minor,19.3,1.14
Brown Swiss,3,619.1,early,2,16.59,green,7.98,24.15,3.9,3.94,8.0,9.45,39.46,53,11.4,36.46,5.85,0,0,spring,0.3,minor,20.81,0.86
Buffalo,13,493.1,late,2,9.28,concentrate,7.67,13.32,2.6,4.63,4.24,6.8,38.36,57,21.15,10.58,3.76,1,0,summer,0.51,none,10.36,0.78
Buffalo,3,524.3,mid,1,9.24,concentrate,6.88,20.25,2.71,1.62,2.19,9.78,38.76,66,19.73,63.03,8.32,1,0,autumn,0.55,none,12.79,0.63
Holstein,14,613.1,early,2,22.59,concentrate,6.04,14.7,1.47,2.93,2.93,12.73,39.22,60,33.89,67.77,9.2,0,0,winter,0.09,minor,19.95,1.36
Holstein,10,591.2,early,2,29.67,green,4.72,18.13,3.06,0.51,4.48,10.35,39.4,66,29.55,76.47,1.49,1,0,summer,0.27,minor,24.43,1.35
Jersey,7,626.0,late,3,21.85,green,8.37,17.19,3.02,0.0,5.4,9.7,38.47,47,25.2,62.59,3.44,1,0,spring,0.58,none,17.1,0.99
Jersey,2,602.2,late,4,17.87,green,8.72,17.55,5.09,6.86,5.1,9.17,39.86,72,27.63,45.57,6.14,0,0,autumn,0.48,minor,14.87,0.85
Brown Swiss,14,550.4,mid,4,17.97,green,5.5,9.6,0.35,6.45,4.44,7.92,37.5,65,25.78,68.82,10.0,1,0,summer,0.51,none,20.38,2.12
Holstein,12,496.7,late,5,21.73,concentrate,3.38,18.03,5.09,7.67,2.88,12.72,38.5,45,19.84,44.28,7.95,1,0,autumn,0.47,minor,23.63,1.31
Buffalo,4,519.8,mid,1,12.03,dry,6.25,15.48,0.0,5.38,5.12,12.39,39.17,56,23.38,28.98,9.45,1,0,winter,0.59,none,9.74,0.63
Holstein,12,664.1,late,1,24.5,concentrate,7.2,24.9,2.14,6.89,6.87,15.57,38.62,40,25.43,52.41,7.35,1,0,autumn,0.68,none,23.32,0.94
Holstein,10,577.0,early,2,26.99,dry,5.63,14.67,0.0,2.05,1.0,10.65,38.5,57,14.14,87.89,5.86,1,0,summer,0.12,minor,22.17,1.51
Holstein,7,605.6,early,5,27.62,dry,3.11,28.27,2.7,2.97,5.67,6.94,38.57,71,23.23,70.47,8.59,0,1,autumn,0.44,minor,32.6,1.15
Jersey,6,559.4,early,1,21.02,mixed,7.28,18.92,1.83,1.36,7.4,10.95,38.32,57,30.39,58.61,8.95,1,0,spring,0.49,minor,19.15,1.01
Brown Swiss,3,618.4,mid,4,13.39,concentrate,8.48,10.96,1.93,0.0,7.7,12.67,38.68,75,24.21,43.51,3.65,1,0,spring,0.61,none,19.62,1.79
Buffalo,8,563.8,mid,5,6.59,green,4.61,16.67,1.32,4.04,4.16,8.61,39.15,67,25.17,21.5,8.24,1,0,autumn,0.5,none,7.12,0.43
Jersey,7,609.7,late,2,15.76,mixed,8.14,22.76,0.75,4.5,4.36,11.28,37.94,63,25.46,59.41,7.76,1,1,spring,0.63,none,16.27,0.71
Buffalo,5,477.0,late,1,12.19,mixed,4.55,13.63,0.0,1.29,7.03,7.82,38.41,87,26.5,49.78,3.02,1,1,spring,0.48,minor,6.74,0.49
